Customer_ID,Cluster,Persona,Top_3_Rewards,Scores,Business_Insight,Expected_Impact,Customer_Message
C0044,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 91.49, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 89.79, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 89.79, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[91.49, 89.79, 89.79]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0045,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 81.16, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 79.46, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 79.46, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[81.16, 79.46, 79.46]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0046,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 78.56, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 77.36, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 76.86, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[78.56, 77.36, 76.86]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0047,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 87.54, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 85.84, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 85.84, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[87.54, 85.84, 85.84]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0048,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 78.07, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 76.87, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 76.37, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[78.07, 76.87, 76.37]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0049,0,Digital Explorer,"[{'reward_name': 'Cashback', 'score': 80.3, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Electronics Discounts', 'score': 79.1, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Shopping Vouchers', 'score': 78.6, 'reason': 'Digital Explorer customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[80.3, 79.1, 78.6]","Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Cashback, Electronics Discounts, Shopping Vouchers. Digital Explorer customers in cluster 0 show a strong fit for Cashback, Electronics Discounts, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0050,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 77.6, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 75.9, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 75.9, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[77.6, 75.9, 75.9]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0051,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 88.8, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 87.1, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 87.1, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[88.8, 87.1, 87.1]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0052,0,Digital Explorer,"[{'reward_name': 'Electronics Discounts', 'score': 80.03, 'reason': 'Digital Explorer customers respond well to electronics discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through electronics discounts.'}, {'reward_name': 'Travel Cashback', 'score': 79.53, 'reason': 'Digital Explorer customers respond well to travel cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 78.23, 'reason': 'Digital Explorer customers respond well to cashback because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}]","[80.03, 79.53, 78.23]","Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Digital Explorer in cluster 0: prioritize Electronics Discounts, Travel Cashback, Cashback. Digital Explorer customers in cluster 0 show a strong fit for Electronics Discounts, Travel Cashback, Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0053,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 86.35, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 84.65, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 84.65, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[86.35, 84.65, 84.65]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0054,2,Value Shopper,"[{'reward_name': 'Travel Cashback', 'score': 79.95, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}, {'reward_name': 'Cashback', 'score': 78.65, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 76.95, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their watch preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}]","[79.95, 78.65, 76.95]","Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Travel Cashback, Cashback, Shopping Vouchers. Value Shopper customers in cluster 2 show a strong fit for Travel Cashback, Cashback, Shopping Vouchers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0055,2,Value Shopper,"[{'reward_name': 'Cashback', 'score': 81.39, 'reason': 'Value Shopper customers respond well to cashback because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through cashback.'}, {'reward_name': 'Shopping Vouchers', 'score': 79.69, 'reason': 'Value Shopper customers respond well to shopping vouchers because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through shopping vouchers.'}, {'reward_name': 'Travel Cashback', 'score': 79.69, 'reason': 'Value Shopper customers respond well to travel cashback because the offer is aligned to their speaker preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through travel cashback.'}]","[81.39, 79.69, 79.69]","Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Value Shopper in cluster 2: prioritize Cashback, Shopping Vouchers, Travel Cashback. Value Shopper customers in cluster 2 show a strong fit for Cashback, Shopping Vouchers, Travel Cashback based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0056,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 93.2, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 91.5, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 91.5, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[93.2, 91.5, 91.5]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0057,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 92.79, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 91.09, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 91.09, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their smart home preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[92.79, 91.09, 91.09]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0058,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 87.72, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 86.02, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 86.02, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[87.72, 86.02, 86.02]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0059,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 88.83, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 87.13, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 87.13, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their gaming preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[88.83, 87.13, 87.13]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0060,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 90.61, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 88.91, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 88.91, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their smartphone preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[90.61, 88.91, 88.91]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0061,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 88.92, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 87.22, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 87.22, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their security preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[88.92, 87.22, 87.22]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
C0062,1,Luxury Lifestyle,"[{'reward_name': 'Airport Lounge Access', 'score': 85.04, 'reason': 'Luxury Lifestyle customers respond well to airport lounge access because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through airport lounge access.'}, {'reward_name': 'Hotel Discounts', 'score': 83.34, 'reason': 'Luxury Lifestyle customers respond well to hotel discounts because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through hotel discounts.'}, {'reward_name': 'Lifestyle Offers', 'score': 83.34, 'reason': 'Luxury Lifestyle customers respond well to lifestyle offers because the offer is aligned to their audio preference and reward behavior.', 'business_benefit': 'Improves loyalty performance and encourages repeat purchases.', 'customer_benefit': 'Helps the customer receive more value from their purchases through lifestyle offers.'}]","[85.04, 83.34, 83.34]","Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior.",Moderate uplift in engagement and repeat purchase intent with a clear ROI path.,"Luxury Lifestyle in cluster 1: prioritize Airport Lounge Access, Hotel Discounts, Lifestyle Offers. Luxury Lifestyle customers in cluster 1 show a strong fit for Airport Lounge Access, Hotel Discounts, Lifestyle Offers based on spend, engagement, and reward behavior Expected impact: Moderate uplift in engagement and repeat purchase intent with a clear ROI path."
