Customer_ID,Transaction_ID,Transaction_Date,Membership_Tier,Customer_Since,Age,Gender,City,Occupation,Income_Level,Store_Channel,Brand,Product_Category,Product_Name,Quantity,Purchase_Amount,Coupon_Used,Reward_Points_Earned,Reward_Points_Redeemed,Reward_Points_Available,Reward_Points_Expired,Reward_Source,Product_Viewed,Wishlist_Added,Cart_Abandoned,Email_Clicked,Push_Notification_Clicked,App_Opened,Website_Visits,Session_Duration_Min
C0004,T000405,2026-04-04,Gold,2025-06-19,37,Male,Bengaluru,Doctor,High,App,Bose,Speaker,SoundLink,2,172199,1,1721,998,723,0,Purchase,,,,,,,4,5
C0004,T000406,2026-06-03,Gold,2025-06-19,37,Male,Bengaluru,Doctor,High,Offline,Apple,Audio,AirPods,1,5792,0,57,13,44,0,Purchase,,,,,,,9,33
C0004,T000407,2026-03-29,Gold,2025-06-19,37,Male,Bengaluru,Doctor,High,Online,Bose,Audio,QC Headphones,1,43438,0,434,215,219,0,Referral,,,,,,,19,28
C0004,T000408,2026-06-21,Gold,2025-06-19,37,Male,Bengaluru,Doctor,High,Offline,Bose,Speaker,SoundLink,2,34548,1,345,95,250,0,Purchase,,,,,,,3,24
C0004,T000409,2026-01-14,Gold,2025-06-19,37,Male,Bengaluru,Doctor,High,Online,Bose,Speaker,SoundLink,1,11949,0,119,61,15,43,Birthday,,,,,,,2,10
C0005,T000501,2026-05-12,Platinum,2023-03-25,41,Female,Delhi,Business,Low,Online,Google Nest,Smart Home,Nest Hub,1,81527,0,815,527,288,0,Purchase,,,,,,,12,8
C0005,T000502,2026-02-08,Platinum,2023-03-25,41,Female,Delhi,Business,Low,App,Bose,Speaker,SoundLink,1,166496,1,1664,855,760,49,Referral,,,,,,,11,15
C0005,T000503,2026-01-08,Platinum,2023-03-25,41,Female,Delhi,Business,Low,App,Bose,Audio,QC Headphones,2,66946,1,669,10,22,637,Referral,,,,,,,2,28
C0005,T000504,2026-04-12,Platinum,2023-03-25,41,Female,Delhi,Business,Low,Online,Bose,Audio,QC Headphones,1,86666,1,866,239,627,0,Referral,,,,,,,18,14
C0005,T000505,2026-03-13,Platinum,2023-03-25,41,Female,Delhi,Business,Low,Online,Bose,Speaker,SoundLink,1,127933,1,1279,512,767,0,Referral,,,,,,,5,24
C0005,T000506,2026-02-20,Platinum,2023-03-25,41,Female,Delhi,Business,Low,App,Bose,Audio,QC Headphones,1,43286,0,432,153,278,1,Festival,,,,,,,17,10
C0005,T000507,2026-06-06,Platinum,2023-03-25,41,Female,Delhi,Business,Low,Online,Bose,Audio,QC Headphones,2,75180,0,751,439,312,0,Birthday,,,,,,,17,30
C0005,T000508,2026-03-11,Platinum,2023-03-25,41,Female,Delhi,Business,Low,Online,Bose,Audio,QC Headphones,2,86920,1,869,514,355,0,Purchase,,,,,,,6,35
C0006,T000601,2026-06-27,Gold,2020-11-12,59,Male,Hyderabad,Doctor,Low,Offline,Samsung,Smartphone,Galaxy S,2,76528,0,765,191,574,0,Referral,,,,,,,2,16
C0006,T000602,2026-03-29,Gold,2020-11-12,59,Male,Hyderabad,Doctor,Low,App,Samsung,Smartphone,Galaxy S,2,102647,1,1026,786,240,0,Purchase,,,,,,,12,13
C0006,T000603,2026-05-25,Gold,2020-11-12,59,Male,Hyderabad,Doctor,Low,App,Samsung,Audio,Galaxy Buds,1,77024,0,770,311,459,0,Referral,,,,,,,4,26
C0006,T000604,2026-03-15,Gold,2020-11-12,59,Male,Hyderabad,Doctor,Low,Offline,Samsung,Smartphone,Galaxy S,1,34651,0,346,91,255,0,Referral,,,,,,,20,12
C0006,T000605,2026-06-30,Gold,2020-11-12,59,Male,Hyderabad,Doctor,Low,Online,Samsung,TV,Smart TV,2,101575,0,1015,375,640,0,Referral,,,,,,,12,19
C0006,T000606,2026-03-05,Gold,2020-11-12,59,Male,Hyderabad,Doctor,Low,App,Samsung,TV,Smart TV,1,53786,0,537,116,421,0,Purchase,,,,,,,8,17
C0006,T000607,2026-04-16,Gold,2020-11-12,59,Male,Hyderabad,Doctor,Low,Online,Samsung,Smartphone,Galaxy S,1,47792,1,477,194,283,0,Referral,,,,,,,11,13
C0007,T000701,2026-05-26,Gold,2020-08-16,52,Female,Mumbai,Business,High,Offline,Samsung,TV,Smart TV,1,148914,1,1489,406,1083,0,Birthday,,,,,,,12,33
C0007,T000702,2026-01-10,Gold,2020-08-16,52,Female,Mumbai,Business,High,App,Samsung,Smartphone,Galaxy S,2,99335,1,993,607,302,84,Birthday,,,,,,,10,13
C0007,T000703,2026-06-22,Gold,2020-08-16,52,Female,Mumbai,Business,High,Offline,Samsung,Audio,Galaxy Buds,2,6741,0,67,23,44,0,Birthday,,,,,,,17,10
C0007,T000704,2026-06-07,Gold,2020-08-16,52,Female,Mumbai,Business,High,Online,Apple,Smartphone,iPhone,2,114344,0,1143,270,873,0,Referral,,,,,,,17,17
C0007,T000705,2026-05-30,Gold,2020-08-16,52,Female,Mumbai,Business,High,Offline,Google Nest,Smart Home,Nest Hub,2,178546,0,1785,1245,540,0,Referral,,,,,,,8,11
C0007,T000706,2026-02-18,Gold,2020-08-16,52,Female,Mumbai,Business,High,Online,Samsung,Audio,Galaxy Buds,2,155890,0,1558,327,1040,191,Referral,,,,,,,20,14
C0007,T000707,2026-04-18,Gold,2020-08-16,52,Female,Mumbai,Business,High,Offline,Samsung,Audio,Galaxy Buds,1,14207,0,142,24,118,0,Referral,,,,,,,12,31
C0008,T000801,2026-02-12,Gold,2020-01-14,37,Male,Delhi,Business,Low,Online,Samsung,Smartphone,Galaxy S,1,160862,0,1608,625,414,569,Purchase,,,,,,,2,32
C0008,T000802,2026-02-05,Gold,2020-01-14,37,Male,Delhi,Business,Low,Offline,Samsung,Audio,Galaxy Buds,2,5691,0,56,25,8,23,Purchase,,,,,,,3,20
C0008,T000803,2026-01-04,Gold,2020-01-14,37,Male,Delhi,Business,Low,Online,Samsung,Audio,Galaxy Buds,2,31562,0,315,4,259,52,Birthday,,,,,,,1,8
C0008,T000804,2026-06-15,Gold,2020-01-14,37,Male,Delhi,Business,Low,Online,Bose,Speaker,SoundLink,2,55341,1,553,86,467,0,Purchase,,,,,,,6,18
C0008,T000805,2026-06-20,Gold,2020-01-14,37,Male,Delhi,Business,Low,App,Samsung,TV,Smart TV,1,167356,1,1673,472,1201,0,Purchase,,,,,,,13,5
C0008,T000806,2026-05-19,Gold,2020-01-14,37,Male,Delhi,Business,Low,Offline,Samsung,Smartphone,Galaxy S,1,142706,1,1427,20,1407,0,Festival,,,,,,,2,29
C0008,T000807,2026-05-23,Gold,2020-01-14,37,Male,Delhi,Business,Low,Online,Apple,Watch,Apple Watch,1,151891,1,1518,626,892,0,Birthday,,,,,,,10,9
C0008,T000808,2026-03-10,Gold,2020-01-14,37,Male,Delhi,Business,Low,Online,Samsung,Smartphone,Galaxy S,1,158291,0,1582,986,596,0,Birthday,,,,,,,19,26
C0008,T000809,2026-04-27,Gold,2020-01-14,37,Male,Delhi,Business,Low,Offline,Samsung,TV,Smart TV,1,176741,1,1767,845,922,0,Birthday,,,,,,,19,31
C0008,T000810,2026-03-12,Gold,2020-01-14,37,Male,Delhi,Business,Low,Offline,Samsung,Audio,Galaxy Buds,2,96221,1,962,630,332,0,Birthday,,,,,,,2,31
C0009,T000901,2026-06-03,Platinum,2022-04-07,29,Female,Mumbai,CA,High,Online,Sony,Gaming,PlayStation,2,160658,0,1606,63,1543,0,Referral,,,,,,,16,16
C0009,T000902,2026-04-27,Platinum,2022-04-07,29,Female,Mumbai,CA,High,Offline,Sony,Gaming,PlayStation,2,173686,1,1736,415,1321,0,Birthday,,,,,,,2,26
C0009,T000903,2026-05-27,Platinum,2022-04-07,29,Female,Mumbai,CA,High,Online,Sony,Gaming,PlayStation,1,139979,1,1399,462,937,0,Festival,,,,,,,19,22
C0009,T000904,2026-04-21,Platinum,2022-04-07,29,Female,Mumbai,CA,High,Offline,Sony,Audio,WH Headphones,1,166689,0,1666,951,715,0,Birthday,,,,,,,13,34
C0009,T000905,2026-03-20,Platinum,2022-04-07,29,Female,Mumbai,CA,High,App,Sony,Audio,WH Headphones,1,138718,1,1387,973,414,0,Birthday,,,,,,,11,34
C0009,T000906,2026-05-09,Platinum,2022-04-07,29,Female,Mumbai,CA,High,Online,Samsung,Audio,Galaxy Buds,2,65083,0,650,75,575,0,Referral,,,,,,,7,23
C0009,T000907,2026-04-20,Platinum,2022-04-07,29,Female,Mumbai,CA,High,Offline,Sony,TV,Bravia,2,171428,0,1714,79,1635,0,Festival,,,,,,,20,20
C0010,T001001,2026-03-07,Gold,2024-02-14,45,Male,Bengaluru,Doctor,Low,App,Sony,Gaming,PlayStation,2,173777,0,1737,142,1595,0,Festival,,,,,,,10,25
C0010,T001002,2026-03-22,Gold,2024-02-14,45,Male,Bengaluru,Doctor,Low,Online,Samsung,Smartphone,Galaxy S,2,99276,1,992,396,596,0,Festival,,,,,,,17,8
C0010,T001003,2026-01-04,Gold,2024-02-14,45,Male,Bengaluru,Doctor,Low,Online,Google Nest,Security,Nest Cam,2,135333,0,1353,845,310,198,Referral,,,,,,,3,32
C0010,T001004,2026-02-25,Gold,2024-02-14,45,Male,Bengaluru,Doctor,Low,Online,Samsung,Audio,Galaxy Buds,2,84529,1,845,472,200,173,Referral,,,,,,,1,32
C0011,T001101,2026-05-11,Silver,2023-09-25,39,Female,Bengaluru,Doctor,Low,Online,Apple,Watch,Apple Watch,1,50159,1,501,42,459,0,Festival,,,,,,,2,4
C0011,T001102,2026-03-10,Silver,2023-09-25,39,Female,Bengaluru,Doctor,Low,App,Apple,Audio,AirPods,2,30107,1,301,205,96,0,Birthday,,,,,,,1,14
C0011,T001103,2026-01-30,Silver,2023-09-25,39,Female,Bengaluru,Doctor,Low,Online,Apple,Smartphone,iPhone,2,44319,0,443,224,109,110,Festival,,,,,,,11,13
C0011,T001104,2026-04-10,Silver,2023-09-25,39,Female,Bengaluru,Doctor,Low,Offline,Sony,Gaming,PlayStation,2,172605,0,1726,100,1626,0,Purchase,,,,,,,17,14
C0011,T001105,2026-03-22,Silver,2023-09-25,39,Female,Bengaluru,Doctor,Low,App,Sony,Gaming,PlayStation,2,51860,1,518,160,358,0,Referral,,,,,,,9,6
C0011,T001106,2026-03-04,Silver,2023-09-25,39,Female,Bengaluru,Doctor,Low,Online,Apple,Audio,AirPods,1,177652,0,1776,769,31,976,Purchase,,,,,,,11,12
C0011,T001107,2026-03-11,Silver,2023-09-25,39,Female,Bengaluru,Doctor,Low,Online,Apple,Audio,AirPods,1,119635,0,1196,955,241,0,Purchase,,,,,,,15,22
C0011,T001108,2026-01-06,Silver,2023-09-25,39,Female,Bengaluru,Doctor,Low,Online,Apple,Watch,Apple Watch,1,157723,0,1577,1018,394,165,Festival,,,,,,,11,10
C0012,T001201,2026-05-08,Bronze,2020-06-10,46,Male,Delhi,CA,High,App,Bose,Speaker,SoundLink,2,144898,0,1448,858,590,0,Festival,,,,,,,15,20
C0012,T001202,2026-05-30,Bronze,2020-06-10,46,Male,Delhi,CA,High,Online,Bose,Speaker,SoundLink,1,72614,0,726,445,281,0,Birthday,,,,,,,17,3
C0012,T001203,2026-03-27,Bronze,2020-06-10,46,Male,Delhi,CA,High,App,Bose,Audio,QC Headphones,1,139939,0,1399,50,1349,0,Purchase,,,,,,,11,9
C0012,T001204,2026-01-28,Bronze,2020-06-10,46,Male,Delhi,CA,High,App,Bose,Speaker,SoundLink,2,90782,1,907,420,358,129,Birthday,,,,,,,4,12
C0012,T001205,2026-01-27,Bronze,2020-06-10,46,Male,Delhi,CA,High,App,Bose,Audio,QC Headphones,1,129990,1,1299,778,132,389,Birthday,,,,,,,4,28
C0012,T001206,2026-01-31,Bronze,2020-06-10,46,Male,Delhi,CA,High,App,Bose,Audio,QC Headphones,1,84812,1,848,633,133,82,Purchase,,,,,,,3,30
C0012,T001207,2026-03-14,Bronze,2020-06-10,46,Male,Delhi,CA,High,Online,Bose,Speaker,SoundLink,2,33508,0,335,183,152,0,Birthday,,,,,,,3,21
C0012,T001208,2026-05-09,Bronze,2020-06-10,46,Male,Delhi,CA,High,Offline,Sony,TV,Bravia,1,34297,0,342,205,137,0,Referral,,,,,,,15,29
C0013,T001301,2026-04-24,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,App,Sony,Audio,WH Headphones,2,104875,1,1048,409,639,0,Birthday,,,,,,,18,15
C0013,T001302,2026-04-07,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,Online,Apple,Smartphone,iPhone,2,6760,0,67,24,43,0,Referral,,,,,,,5,23
C0013,T001303,2026-04-04,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,Online,Sony,Gaming,PlayStation,2,123708,1,1237,654,583,0,Purchase,,,,,,,17,30
C0013,T001304,2026-04-28,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,Offline,Sony,Audio,WH Headphones,1,21436,1,214,155,59,0,Purchase,,,,,,,16,8
C0013,T001305,2026-04-24,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,Offline,Apple,Smartphone,iPhone,1,140724,1,1407,552,855,0,Purchase,,,,,,,11,20
C0013,T001306,2026-04-07,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,Online,Sony,Audio,WH Headphones,1,137712,1,1377,954,423,0,Festival,,,,,,,10,11
C0013,T001307,2026-05-19,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,Online,Sony,Audio,WH Headphones,2,55215,0,552,362,190,0,Referral,,,,,,,9,18
C0013,T001308,2026-03-09,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,Offline,Sony,TV,Bravia,2,47030,0,470,204,266,0,Purchase,,,,,,,10,13
C0013,T001309,2026-06-02,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,App,Sony,TV,Bravia,2,96645,1,966,161,805,0,Festival,,,,,,,2,17
C0013,T001310,2026-03-10,Silver,2024-07-25,36,Female,Mumbai,Engineer,Low,Offline,Apple,Watch,Apple Watch,1,137579,0,1375,358,1017,0,Referral,,,,,,,3,13
C0014,T001401,2026-01-22,Bronze,2021-05-16,26,Male,Hyderabad,Engineer,Medium,Online,Apple,Audio,AirPods,2,61825,0,618,44,573,1,Purchase,,,,,,,7,18
C0014,T001402,2026-05-29,Bronze,2021-05-16,26,Male,Hyderabad,Engineer,Medium,Offline,Apple,Audio,AirPods,2,73855,0,738,108,630,0,Referral,,,,,,,11,11
C0014,T001403,2026-02-05,Bronze,2021-05-16,26,Male,Hyderabad,Engineer,Medium,App,Apple,Smartphone,iPhone,1,111556,0,1115,87,472,556,Purchase,,,,,,,13,13
C0014,T001404,2026-01-05,Bronze,2021-05-16,26,Male,Hyderabad,Engineer,Medium,Offline,Sony,Gaming,PlayStation,1,16474,0,164,101,25,38,Purchase,,,,,,,18,21
C0014,T001405,2026-07-01,Bronze,2021-05-16,26,Male,Hyderabad,Engineer,Medium,Online,Bose,Audio,QC Headphones,1,120108,0,1201,662,539,0,Referral,,,,,,,12,12
C0014,T001406,2026-03-06,Bronze,2021-05-16,26,Male,Hyderabad,Engineer,Medium,Online,Sony,Audio,WH Headphones,1,124132,0,1241,192,1049,0,Festival,,,,,,,7,18
C0014,T001407,2026-01-29,Bronze,2021-05-16,26,Male,Hyderabad,Engineer,Medium,Online,Apple,Audio,AirPods,1,92023,0,920,482,393,45,Festival,,,,,,,20,12
C0014,T001408,2026-04-03,Bronze,2021-05-16,26,Male,Hyderabad,Engineer,Medium,Offline,Samsung,Audio,Galaxy Buds,2,8282,1,82,14,68,0,Birthday,,,,,,,12,2
C0015,T001501,2026-04-14,Bronze,2023-01-02,52,Male,Ahmedabad,Student,High,Offline,Bose,Audio,QC Headphones,2,93965,0,939,554,385,0,Festival,,,,,,,9,17
C0015,T001502,2026-04-06,Bronze,2023-01-02,52,Male,Ahmedabad,Student,High,Offline,Bose,Audio,QC Headphones,2,161757,1,1617,112,1505,0,Referral,,,,,,,4,28
C0015,T001503,2026-03-20,Bronze,2023-01-02,52,Male,Ahmedabad,Student,High,App,Bose,Speaker,SoundLink,1,91550,1,915,98,817,0,Birthday,,,,,,,5,10
C0015,T001504,2026-06-19,Bronze,2023-01-02,52,Male,Ahmedabad,Student,High,Online,Bose,Speaker,SoundLink,1,26399,1,263,169,94,0,Festival,,,,,,,9,30
C0015,T001505,2026-05-11,Bronze,2023-01-02,52,Male,Ahmedabad,Student,High,Online,Bose,Speaker,SoundLink,1,42431,0,424,336,88,0,Festival,,,,,,,8,17
C0015,T001506,2026-03-17,Bronze,2023-01-02,52,Male,Ahmedabad,Student,High,Online,Google Nest,Security,Nest Cam,1,147657,0,1476,1173,303,0,Birthday,,,,,,,6,2
C0016,T001601,2026-04-01,Silver,2019-10-11,27,Female,Bengaluru,Doctor,Low,Offline,Google Nest,Smart Home,Nest Hub,2,150678,0,1506,276,1230,0,Referral,,,,,,,16,22
C0016,T001602,2026-03-25,Silver,2019-10-11,27,Female,Bengaluru,Doctor,Low,Offline,Sony,TV,Bravia,2,148143,1,1481,373,1108,0,Festival,,,,,,,1,35
C0016,T001603,2026-05-15,Silver,2019-10-11,27,Female,Bengaluru,Doctor,Low,App,Google Nest,Security,Nest Cam,1,34482,1,344,258,86,0,Purchase,,,,,,,15,31
C0016,T001604,2026-05-27,Silver,2019-10-11,27,Female,Bengaluru,Doctor,Low,Offline,Google Nest,Security,Nest Cam,2,57937,0,579,366,213,0,Purchase,,,,,,,6,9
C0016,T001605,2026-05-08,Silver,2019-10-11,27,Female,Bengaluru,Doctor,Low,Online,Google Nest,Smart Home,Nest Hub,1,104793,0,1047,313,734,0,Purchase,,,,,,,11,26
C0016,T001606,2026-04-07,Silver,2019-10-11,27,Female,Bengaluru,Doctor,Low,Offline,Bose,Audio,QC Headphones,2,63268,0,632,430,202,0,Referral,,,,,,,2,20
C0016,T001607,2026-05-15,Silver,2019-10-11,27,Female,Bengaluru,Doctor,Low,App,Google Nest,Smart Home,Nest Hub,1,58108,0,581,93,488,0,Birthday,,,,,,,14,25
C0016,T001608,2026-06-20,Silver,2019-10-11,27,Female,Bengaluru,Doctor,Low,Online,Google Nest,Security,Nest Cam,1,23213,0,232,30,202,0,Festival,,,,,,,6,28
C0017,T001701,2026-02-22,Platinum,2023-04-29,33,Male,Pune,Engineer,High,App,Apple,Watch,Apple Watch,2,160984,0,1609,570,447,592,Birthday,,,,,,,16,15
C0017,T001702,2026-03-20,Platinum,2023-04-29,33,Male,Pune,Engineer,High,Online,Bose,Audio,QC Headphones,2,19051,0,190,25,165,0,Festival,,,,,,,18,10
C0017,T001703,2026-04-30,Platinum,2023-04-29,33,Male,Pune,Engineer,High,Offline,Apple,Audio,AirPods,2,32836,0,328,133,195,0,Referral,,,,,,,12,34
C0017,T001704,2026-06-26,Platinum,2023-04-29,33,Male,Pune,Engineer,High,Online,Apple,Watch,Apple Watch,1,15160,1,151,57,94,0,Birthday,,,,,,,13,26
C0017,T001705,2026-03-24,Platinum,2023-04-29,33,Male,Pune,Engineer,High,Offline,Apple,Smartphone,iPhone,1,23249,1,232,78,154,0,Purchase,,,,,,,16,4
C0017,T001706,2026-02-16,Platinum,2023-04-29,33,Male,Pune,Engineer,High,App,Samsung,Smartphone,Galaxy S,2,64667,0,646,378,178,90,Festival,,,,,,,17,22
C0018,T001801,2026-03-03,Silver,2023-05-19,46,Female,Ahmedabad,Doctor,Low,App,Apple,Smartphone,iPhone,2,96362,1,963,659,148,156,Birthday,,,,,,,14,12
C0018,T001802,2026-02-01,Silver,2023-05-19,46,Female,Ahmedabad,Doctor,Low,App,Bose,Audio,QC Headphones,1,76559,1,765,490,268,7,Birthday,,,,,,,3,11
C0018,T001803,2026-04-25,Silver,2023-05-19,46,Female,Ahmedabad,Doctor,Low,Online,Bose,Speaker,SoundLink,1,42249,0,422,241,181,0,Purchase,,,,,,,13,30
C0018,T001804,2026-02-06,Silver,2023-05-19,46,Female,Ahmedabad,Doctor,Low,App,Bose,Speaker,SoundLink,2,122874,1,1228,927,196,105,Purchase,,,,,,,7,35
C0018,T001805,2026-04-03,Silver,2023-05-19,46,Female,Ahmedabad,Doctor,Low,Offline,Bose,Audio,QC Headphones,2,47514,0,475,367,108,0,Festival,,,,,,,5,34
C0018,T001806,2026-04-28,Silver,2023-05-19,46,Female,Ahmedabad,Doctor,Low,Online,Samsung,Audio,Galaxy Buds,2,30964,0,309,64,245,0,Purchase,,,,,,,13,32
C0018,T001807,2026-04-04,Silver,2023-05-19,46,Female,Ahmedabad,Doctor,Low,App,Bose,Audio,QC Headphones,2,64279,1,642,489,153,0,Birthday,,,,,,,15,7
C0018,T001808,2026-05-17,Silver,2023-05-19,46,Female,Ahmedabad,Doctor,Low,Online,Bose,Speaker,SoundLink,1,40914,0,409,148,261,0,Festival,,,,,,,18,33
C0019,T001901,2026-04-12,Gold,2020-06-19,31,Female,Bengaluru,Doctor,Medium,Online,Google Nest,Smart Home,Nest Hub,2,39580,0,395,144,251,0,Festival,,,,,,,20,5
C0019,T001902,2026-04-01,Gold,2020-06-19,31,Female,Bengaluru,Doctor,Medium,Offline,Google Nest,Smart Home,Nest Hub,1,54536,0,545,68,477,0,Referral,,,,,,,1,34
C0019,T001903,2026-06-01,Gold,2020-06-19,31,Female,Bengaluru,Doctor,Medium,App,Bose,Speaker,SoundLink,1,117536,1,1175,419,756,0,Purchase,,,,,,,4,21
C0019,T001904,2026-02-02,Gold,2020-06-19,31,Female,Bengaluru,Doctor,Medium,App,Google Nest,Smart Home,Nest Hub,2,54891,1,548,26,421,101,Festival,,,,,,,7,23
C0020,T002001,2026-02-02,Bronze,2022-02-11,60,Male,Mumbai,Manager,Medium,App,Sony,Audio,WH Headphones,2,58876,1,588,321,103,164,Festival,,,,,,,8,20
C0020,T002002,2026-04-19,Bronze,2022-02-11,60,Male,Mumbai,Manager,Medium,Offline,Sony,TV,Bravia,2,137160,0,1371,73,1298,0,Purchase,,,,,,,19,35
C0020,T002003,2026-04-23,Bronze,2022-02-11,60,Male,Mumbai,Manager,Medium,Offline,Bose,Speaker,SoundLink,2,21792,1,217,41,176,0,Referral,,,,,,,20,35
C0020,T002004,2026-01-14,Bronze,2022-02-11,60,Male,Mumbai,Manager,Medium,Offline,Sony,Gaming,PlayStation,2,164747,1,1647,636,394,617,Birthday,,,,,,,20,35
